index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,class_size,female_ratio
13023,1,Yes,Clubs,Auditory,BHCKEW,Female,Yes,75.0,2.0,15.0,15.0,14.0,99.0,22:30,6:30,private transport,white,8.0,17.0,0.8823529411764706
13024,1,No,Clubs,Visual,O5R6OZ,Male,No,79.0,13.0,12.0,16.0,10.0,96.0,23:00,7:00,walk,blue,8.0,25.0,0.48
13025,1,No,Sports,Auditory,V35UWJ,Male,No,39.0,14.0,10.0,16.0,14.0,50.0,3:00,7:00,walk,yellow,4.0,24.0,0.4166666666666667
13026,1,No,Arts,Auditory,LYNO27,Female,Yes,59.0,17.0,14.0,16.0,12.0,95.0,22:00,6:00,private transport,green,8.0,31.0,0.45161290322580644
13027,1,No,Clubs,Visual,DKRQX3,Female,Yes,61.0,5.0,23.0,15.0,6.0,98.0,21:30,5:30,public transport,red,8.0,28.0,0.8214285714285714
13028,2,Yes,None,Visual,0HOIEG,Male,No,78.0,13.0,1.0,15.0,7.0,92.0,21:00,5:00,public transport,blue,8.0,14.0,0.07142857142857142
13029,1,Yes,None,Auditory,HSZEDV,Female,Yes,72.0,9.0,10.0,16.0,12.0,92.0,21:30,5:30,public transport,yellow,8.0,19.0,0.5263157894736842
13030,2,No,Sports,Auditory,QQI4QT,Female,No,77.0,9.0,12.0,15.0,6.0,97.0,21:30,5:30,public transport,green,8.0,21.0,0.5714285714285714
13031,1,No,Arts,Auditory,XBS3YE,Female,Yes,53.0,27.0,2.0,15.0,19.0,90.0,22:30,6:30,private transport,green,8.0,29.0,0.06896551724137931
13032,2,No,Arts,Auditory,GF4JD2,Male,No,55.0,18.0,4.0,,14.0,92.0,22:30,6:30,private transport,blue,8.0,22.0,0.18181818181818182
13033,2,Yes,None,Visual,BYKGVC,Female,Yes,82.0,7.0,11.0,16.0,7.0,99.0,22:00,6:00,private transport,white,8.0,18.0,0.6111111111111112
13034,1,Yes,None,Auditory,2UHKJ8,Male,Yes,66.0,15.0,4.0,15.0,19.0,95.0,21:30,5:30,public transport,red,8.0,19.0,0.21052631578947367
13035,0,Yes,None,Visual,S0SLSW,Female,Yes,84.0,16.0,4.0,15.0,8.0,95.0,22:30,6:30,private transport,black,8.0,20.0,0.2
13036,1,No,Sports,Auditory,JQR0XZ,Male,No,53.0,13.0,14.0,15.0,8.0,90.0,22:00,6:00,private transport,white,8.0,27.0,0.5185185185185185
13037,0,No,Clubs,Visual,8QAQGC,Female,Yes,75.0,7.0,15.0,16.0,7.0,99.0,22:00,6:00,private transport,black,8.0,22.0,0.6818181818181818
13038,2,No,None,Auditory,QKYVX9,Male,Yes,62.0,23.0,0.0,16.0,16.0,97.0,21:30,5:30,public transport,black,8.0,23.0,0.0
13041,1,No,Clubs,Visual,ORPDLG,Female,No,49.0,12.0,18.0,,3.0,92.0,23:00,7:00,walk,green,8.0,30.0,0.6
13042,2,No,Sports,Visual,SDDU18,Male,No,43.0,24.0,0.0,,13.0,83.0,21:30,5:30,public transport,red,8.0,24.0,0.0
13043,0,Yes,None,Visual,QSETC7,Female,Yes,79.0,11.0,4.0,16.0,10.0,93.0,22:00,6:00,private transport,green,8.0,15.0,0.26666666666666666
13044,0,Yes,Clubs,Auditory,H1VYU4,Female,Yes,73.0,14.0,6.0,15.0,7.0,92.0,21:00,5:00,public transport,black,8.0,20.0,0.3
13045,1,No,Sports,Auditory,FYZ3CH,Female,Yes,46.0,8.0,17.0,16.0,9.0,96.0,23:00,7:00,walk,red,8.0,25.0,0.68
13046,1,Yes,Arts,Visual,W6XTBM,Female,No,82.0,14.0,3.0,16.0,8.0,91.0,21:30,5:30,public transport,white,8.0,17.0,0.17647058823529413
13047,0,No,Sports,Visual,GOOEV8,Female,No,74.0,12.0,16.0,15.0,6.0,90.0,21:00,5:00,public transport,green,8.0,28.0,0.5714285714285714
13048,2,No,Sports,Visual,MSDO0P,Female,No,52.0,18.0,4.0,15.0,14.0,98.0,23:00,7:00,walk,red,8.0,22.0,0.18181818181818182
13049,1,Yes,None,Auditory,E7OWXY,Male,Yes,63.0,15.0,6.0,16.0,9.0,97.0,21:30,5:30,public transport,black,8.0,21.0,0.2857142857142857
13051,1,Yes,Sports,Visual,XI75SQ,Female,No,56.0,8.0,19.0,15.0,13.0,96.0,22:00,6:00,private transport,red,8.0,27.0,0.7037037037037037
13052,2,No,Clubs,Auditory,DFRTS1,Female,Yes,51.0,6.0,12.0,,10.0,91.0,21:30,5:30,public transport,green,8.0,18.0,0.6666666666666666
13053,1,Yes,Sports,Auditory,P7Z6XO,Female,Yes,66.0,17.0,2.0,16.0,17.0,100.0,22:00,6:00,private transport,blue,8.0,19.0,0.10526315789473684
13054,2,No,Clubs,Auditory,HASW6O,Female,Yes,71.0,2.0,17.0,15.0,20.0,100.0,21:00,5:00,public transport,blue,8.0,19.0,0.8947368421052632
13055,1,No,Sports,Auditory,3UX3HR,Female,Yes,71.0,0.0,22.0,16.0,16.0,95.0,22:00,6:00,private transport,white,8.0,22.0,1.0
13058,1,Yes,Arts,Auditory,MDCQ0Y,Female,No,79.0,13.0,8.0,16.0,5.0,93.0,23:00,7:00,walk,blue,8.0,21.0,0.38095238095238093
13059,1,Yes,Arts,Auditory,M46EXE,Female,Yes,72.0,5.0,15.0,16.0,16.0,,22:00,6:00,private transport,yellow,8.0,20.0,0.75
13060,0,Yes,None,Auditory,3U1NCU,Female,Yes,83.0,20.0,1.0,15.0,5.0,93.0,22:30,5:30,public transport,white,7.0,21.0,0.047619047619047616
13062,1,No,None,Auditory,SLX25M,Female,No,57.0,26.0,5.0,15.0,8.0,97.0,21:00,5:00,public transport,blue,8.0,31.0,0.16129032258064516
13063,0,No,Clubs,Auditory,XS0KNU,Male,Yes,93.0,21.0,0.0,16.0,5.0,96.0,21:30,5:30,public transport,black,8.0,21.0,0.0
13064,2,No,Clubs,Auditory,CH4T5V,Male,No,51.0,21.0,1.0,16.0,15.0,92.0,23:00,7:00,walk,black,8.0,22.0,0.045454545454545456
13065,2,No,Sports,Visual,NWTLCI,Male,Yes,68.0,23.0,0.0,16.0,12.0,91.0,21:00,5:00,public transport,black,8.0,23.0,0.0
13066,0,No,None,Visual,9TN9EU,Male,Y,81.0,18.0,6.0,16.0,10.0,91.0,23:00,7:00,walk,white,8.0,24.0,0.25
13067,1,Yes,None,Auditory,1DIILM,Female,Yes,82.0,17.0,5.0,16.0,7.0,96.0,23:00,7:00,walk,blue,8.0,22.0,0.22727272727272727
13068,0,No,None,Visual,JAYWFY,Male,Yes,91.0,10.0,8.0,15.0,8.0,98.0,22:30,6:30,private transport,white,8.0,18.0,0.4444444444444444
13069,1,No,Sports,Visual,8QPUEJ,Female,No,47.0,5.0,25.0,16.0,8.0,58.0,23:30,5:30,public transport,red,6.0,30.0,0.8333333333333334
13070,2,Yes,None,Visual,BGYXXK,Female,No,64.0,9.0,6.0,15.0,9.0,92.0,22:30,6:30,private transport,yellow,8.0,15.0,0.4
13071,1,No,Clubs,Visual,5HBQKO,Male,Yes,71.0,19.0,5.0,16.0,17.0,91.0,22:30,6:30,private transport,yellow,8.0,24.0,0.20833333333333334
13072,1,Yes,Clubs,Auditory,MQMFYH,Male,Yes,42.0,18.0,6.0,15.0,1.0,95.0,21:30,5:30,public transport,red,8.0,24.0,0.25
13073,0,No,Clubs,Visual,54F3RR,Female,Y,67.0,18.0,2.0,16.0,12.0,99.0,23:00,7:00,walk,yellow,8.0,20.0,0.1
13074,2,Yes,None,Visual,XISF59,Male,No,78.0,14.0,0.0,15.0,10.0,100.0,23:00,7:00,walk,yellow,8.0,14.0,0.0
13075,2,No,Sports,Auditory,0ZOKE1,Male,Yes,68.0,19.0,0.0,15.0,14.0,91.0,21:00,5:00,public transport,blue,8.0,19.0,0.0
13076,0,Yes,None,Visual,OJFU4B,Female,No,78.0,5.0,16.0,15.0,8.0,,23:00,7:00,walk,yellow,8.0,21.0,0.7619047619047619
13077,0,No,Arts,Auditory,7KB5CS,Male,No,71.0,22.0,0.0,16.0,5.0,99.0,23:00,7:00,walk,black,8.0,22.0,0.0
13078,1,Yes,Arts,Visual,3TGQYH,Female,Yes,93.0,18.0,3.0,16.0,9.0,99.0,22:30,6:30,private transport,blue,8.0,21.0,0.14285714285714285
13079,2,No,Sports,Visual,IPOX41,Female,No,69.0,5.0,18.0,16.0,5.0,92.0,21:00,5:00,public transport,green,8.0,23.0,0.782608695652174
13080,1,Yes,Clubs,Visual,RAMJ7Y,Male,Yes,77.0,10.0,7.0,16.0,7.0,93.0,21:30,5:30,public transport,blue,8.0,17.0,0.4117647058823529
13081,1,No,Arts,Auditory,KNB6YL,Female,Yes,52.0,8.0,22.0,15.0,12.0,95.0,22:30,6:30,private transport,yellow,8.0,30.0,0.7333333333333333
13082,0,No,Arts,Auditory,65YGOF,Male,No,68.0,23.0,4.0,16.0,12.0,98.0,21:00,5:00,public transport,white,8.0,27.0,0.14814814814814814
13083,1,No,Sports,Auditory,MRVKQO,Male,No,56.0,24.0,7.0,15.0,6.0,99.0,23:00,7:00,walk,white,8.0,31.0,0.22580645161290322
13084,1,No,Sports,Auditory,TU6UJE,Male,Yes,51.0,29.0,0.0,15.0,13.0,96.0,22:30,6:30,private transport,blue,8.0,29.0,0.0
13085,2,No,Sports,Auditory,T30PNH,Female,No,62.0,6.0,14.0,15.0,18.0,97.0,21:00,5:00,public transport,black,8.0,20.0,0.7
13086,1,No,Sports,Auditory,OHU3TU,Female,No,50.0,8.0,22.0,15.0,5.0,76.0,23:00,6:00,private transport,white,7.0,30.0,0.7333333333333333
13087,1,Yes,Sports,Auditory,0CFVTS,Female,Yes,52.0,25.0,0.0,16.0,14.0,99.0,21:00,5:00,public transport,green,8.0,25.0,0.0
13088,1,No,Clubs,Visual,X6PHDL,Female,Yes,59.0,7.0,20.0,16.0,18.0,93.0,22:00,6:00,private transport,yellow,8.0,27.0,0.7407407407407407
13089,1,Yes,None,Visual,AAEM4Z,Male,Yes,87.0,21.0,0.0,16.0,9.0,99.0,22:00,6:00,private transport,black,8.0,21.0,0.0
13090,1,Yes,None,Visual,NYM01G,Male,Yes,82.0,10.0,7.0,15.0,6.0,96.0,21:30,5:30,public transport,yellow,8.0,17.0,0.4117647058823529
13091,1,Yes,None,Visual,RZUQX9,Female,Yes,98.0,12.0,5.0,15.0,8.0,91.0,22:00,6:00,private transport,black,8.0,17.0,0.29411764705882354
13092,1,No,None,Visual,W6NWQ1,Male,Yes,41.0,25.0,3.0,16.0,13.0,92.0,23:00,7:00,walk,white,8.0,28.0,0.10714285714285714
13093,0,No,Clubs,Visual,04PR3J,Female,No,76.0,10.0,17.0,15.0,14.0,96.0,23:00,7:00,walk,yellow,8.0,27.0,0.6296296296296297
13094,1,No,Arts,Auditory,HQI7OX,Female,No,46.0,14.0,15.0,16.0,12.0,92.0,21:00,5:00,public transport,yellow,8.0,29.0,0.5172413793103449
13095,1,No,None,Auditory,3MPVYY,Female,Yes,63.0,23.0,4.0,16.0,16.0,96.0,21:00,5:00,public transport,blue,8.0,27.0,0.14814814814814814
13097,0,No,Sports,Auditory,GF164K,Male,Yes,73.0,17.0,6.0,15.0,6.0,97.0,21:00,5:00,public transport,black,8.0,23.0,0.2608695652173913
13098,1,Yes,Sports,Auditory,EUIGI2,Male,Yes,72.0,12.0,9.0,16.0,12.0,98.0,23:00,7:00,walk,black,8.0,21.0,0.42857142857142855
13099,0,Yes,None,Auditory,64VPWI,Male,Yes,78.0,11.0,5.0,16.0,10.0,94.0,22:30,6:30,private transport,yellow,8.0,16.0,0.3125
13101,2,No,Arts,Visual,XJ2U94,Female,Yes,60.0,20.0,2.0,15.0,6.0,91.0,23:00,6:00,private transport,red,7.0,22.0,0.09090909090909091
13102,1,No,Sports,Auditory,LM9E91,Female,No,43.0,7.0,17.0,16.0,11.0,93.0,21:00,5:00,public transport,blue,8.0,24.0,0.7083333333333334
13104,1,Yes,None,Auditory,OZ7BVP,Male,Yes,88.0,13.0,4.0,15.0,8.0,93.0,22:30,6:30,private transport,blue,8.0,17.0,0.23529411764705882
13105,1,No,Arts,Visual,FVMWO7,Male,No,47.0,20.0,10.0,15.0,4.0,95.0,21:30,5:30,public transport,white,8.0,30.0,0.3333333333333333
13106,0,Yes,Sports,Auditory,BSMT1M,Male,Yes,75.0,14.0,2.0,15.0,17.0,90.0,22:00,6:00,private transport,black,8.0,16.0,0.125
13107,2,No,Clubs,Auditory,NFRA71,Female,Yes,56.0,6.0,16.0,16.0,16.0,,21:00,5:00,public transport,black,8.0,22.0,0.7272727272727273
13108,2,No,Arts,Auditory,FF2ERZ,Male,No,43.0,18.0,5.0,16.0,0.0,97.0,21:00,5:00,public transport,red,8.0,23.0,0.21739130434782608
13109,0,No,Arts,Visual,D54S8A,Male,Yes,92.0,16.0,3.0,15.0,10.0,100.0,23:00,7:00,walk,black,8.0,19.0,0.15789473684210525
13110,1,No,Arts,Visual,NAZIEY,Male,Yes,64.0,14.0,14.0,15.0,17.0,,22:00,6:00,private transport,white,8.0,28.0,0.5
13111,2,No,Sports,Auditory,1I0JI0,Female,No,41.0,19.0,3.0,15.0,4.0,94.0,21:30,5:30,public transport,white,8.0,22.0,0.13636363636363635
13112,0,No,Sports,Auditory,XOU5I6,Male,No,69.0,11.0,16.0,16.0,8.0,99.0,22:00,6:00,private transport,red,8.0,27.0,0.5925925925925926
13113,1,Yes,Sports,Auditory,BVRLB0,Male,Yes,70.0,12.0,9.0,16.0,15.0,96.0,21:00,5:00,public transport,yellow,8.0,21.0,0.42857142857142855
13114,1,No,Arts,Visual,K96WKZ,Male,No,51.0,16.0,14.0,16.0,9.0,96.0,22:30,6:30,private transport,red,8.0,30.0,0.4666666666666667
13115,2,No,Clubs,Visual,WZ38PB,Male,Yes,63.0,22.0,0.0,16.0,8.0,95.0,22:00,6:00,private transport,green,8.0,22.0,0.0
13116,1,No,None,Auditory,XYD2IX,Male,Yes,65.0,10.0,12.0,15.0,11.0,98.0,22:00,6:00,private transport,blue,8.0,22.0,0.5454545454545454
13117,2,No,Arts,Auditory,E5F3ID,Male,Yes,68.0,17.0,2.0,15.0,8.0,95.0,22:00,6:00,private transport,black,8.0,19.0,0.10526315789473684
13118,1,No,Clubs,Visual,EUIVTC,Male,Yes,59.0,20.0,8.0,16.0,10.0,97.0,23:00,7:00,walk,blue,8.0,28.0,0.2857142857142857
13119,0,No,None,Visual,49MQ2G,Male,Yes,93.0,19.0,0.0,16.0,6.0,96.0,21:00,5:00,public transport,black,8.0,19.0,0.0
13120,2,Yes,Arts,Visual,RQ07LG,Female,No,72.0,10.0,10.0,15.0,17.0,94.0,23:00,7:00,walk,white,8.0,20.0,0.5
13121,1,No,Sports,Auditory,2QM0MS,Male,Yes,45.0,23.0,1.0,16.0,7.0,62.0,2:00,7:00,walk,blue,5.0,24.0,0.041666666666666664
13122,2,No,None,Auditory,D4CC93,Male,Yes,60.0,20.0,0.0,15.0,16.0,99.0,22:30,6:30,private transport,black,8.0,20.0,0.0
13123,2,No,Sports,Auditory,DSD9YW,Male,Yes,67.0,23.0,0.0,16.0,19.0,95.0,21:00,5:00,public transport,green,8.0,23.0,0.0
13124,1,No,Clubs,Visual,BHL3WU,Male,Yes,52.0,18.0,12.0,16.0,17.0,94.0,22:30,5:30,public transport,red,7.0,30.0,0.4
13125,0,Yes,None,Visual,B1P0M6,Female,No,85.0,6.0,14.0,15.0,9.0,91.0,23:00,7:00,walk,blue,8.0,20.0,0.7
13126,2,No,Sports,Auditory,DHCLUM,Male,Yes,58.0,13.0,7.0,16.0,8.0,98.0,22:00,6:00,private transport,white,8.0,20.0,0.35
13127,1,No,Sports,Auditory,2E9LF4,Male,No,54.0,11.0,20.0,15.0,17.0,,23:00,7:00,walk,green,8.0,31.0,0.6451612903225806
13128,1,Yes,None,Auditory,9EXOP4,Male,Yes,75.0,16.0,1.0,16.0,7.0,96.0,21:30,5:30,public transport,black,8.0,17.0,0.058823529411764705
13129,2,No,Arts,Auditory,300THK,Male,No,54.0,12.0,8.0,16.0,9.0,94.0,22:00,6:00,private transport,green,8.0,20.0,0.4
13131,0,Yes,Arts,Auditory,UP7UAM,Female,Yes,80.0,8.0,7.0,15.0,9.0,96.0,22:00,6:00,private transport,green,8.0,15.0,0.4666666666666667
13132,1,Yes,Arts,Auditory,O1RK32,Male,No,49.0,14.0,10.0,15.0,10.0,94.0,21:30,5:30,public transport,blue,8.0,24.0,0.4166666666666667
13133,1,No,Arts,Visual,7SA6DG,Male,Yes,62.0,27.0,1.0,15.0,16.0,98.0,21:30,5:30,public transport,blue,8.0,28.0,0.03571428571428571
13134,0,No,Sports,Visual,E7W6KY,Female,No,67.0,0.0,28.0,16.0,8.0,93.0,21:30,5:30,public transport,red,8.0,28.0,1.0
13135,0,No,Arts,Auditory,JFJD22,Female,No,54.0,11.0,10.0,16.0,10.0,99.0,21:30,5:30,public transport,black,8.0,21.0,0.47619047619047616
13136,1,Yes,Arts,Auditory,5V6T8H,Female,Yes,82.0,21.0,1.0,16.0,7.0,98.0,21:00,5:00,public transport,blue,8.0,22.0,0.045454545454545456
13138,0,No,Arts,Auditory,4WKPXR,Female,Yes,71.0,2.0,19.0,16.0,18.0,97.0,21:30,5:30,public transport,yellow,8.0,21.0,0.9047619047619048
13139,1,No,Arts,Auditory,UODL13,Female,Yes,69.0,12.0,10.0,15.0,14.0,95.0,21:00,5:00,public transport,blue,8.0,22.0,0.45454545454545453
13140,1,Yes,Arts,Auditory,XMGTGK,Female,Yes,71.0,11.0,10.0,16.0,10.0,90.0,22:30,6:30,private transport,red,8.0,21.0,0.47619047619047616
13141,0,Yes,Sports,Visual,MYKPGN,Male,Yes,79.0,19.0,1.0,16.0,6.0,90.0,21:30,5:30,public transport,white,8.0,20.0,0.05
13142,2,No,None,Visual,CBZD7Z,Male,Yes,82.0,12.0,5.0,15.0,9.0,93.0,21:00,5:00,public transport,red,8.0,17.0,0.29411764705882354
13143,1,No,None,Auditory,TEV7H3,Female,Yes,64.0,4.0,24.0,15.0,10.0,96.0,21:00,5:00,public transport,blue,8.0,28.0,0.8571428571428571
13145,0,No,None,Visual,CKYSH1,Female,Yes,81.0,3.0,21.0,15.0,7.0,97.0,22:00,6:00,private transport,blue,8.0,24.0,0.875
13146,1,No,Sports,Visual,N9GMTX,Male,Yes,74.0,10.0,15.0,15.0,12.0,93.0,21:30,5:30,public transport,black,8.0,25.0,0.6
13147,1,No,Arts,Auditory,HQV9NG,Female,No,59.0,3.0,24.0,16.0,16.0,94.0,22:30,6:30,private transport,white,8.0,27.0,0.8888888888888888
13148,1,Yes,Arts,Auditory,K16UBQ,Male,Yes,85.0,21.0,1.0,15.0,7.0,90.0,21:00,5:00,public transport,red,8.0,22.0,0.045454545454545456
13149,0,No,Arts,Visual,3003FE,Female,Yes,81.0,12.0,12.0,16.0,6.0,95.0,22:30,6:30,private transport,black,8.0,24.0,0.5
13150,0,No,None,Auditory,OHP1HT,Female,Yes,92.0,23.0,2.0,15.0,8.0,92.0,23:00,7:00,walk,black,8.0,25.0,0.08
13151,1,No,Clubs,Visual,D2JF98,Male,No,66.0,10.0,18.0,16.0,5.0,97.0,22:00,6:00,private transport,yellow,8.0,28.0,0.6428571428571429
13153,2,No,Arts,Auditory,PN38NF,Male,No,43.0,13.0,10.0,15.0,11.0,,0:30,5:30,public transport,yellow,5.0,23.0,0.43478260869565216
13154,0,No,Sports,Visual,WWLNUX,Male,No,79.0,26.0,1.0,16.0,6.0,,21:00,5:00,public transport,green,8.0,27.0,0.037037037037037035
13155,1,No,Sports,Auditory,DTOWVM,Female,No,47.0,6.0,24.0,16.0,1.0,98.0,22:30,6:30,private transport,blue,8.0,30.0,0.8
13157,1,No,None,Auditory,VS0NHD,Male,No,58.0,15.0,16.0,16.0,14.0,99.0,23:00,7:00,walk,red,8.0,31.0,0.5161290322580645
13158,0,No,Arts,Visual,8N3FGT,Female,No,79.0,7.0,20.0,15.0,7.0,92.0,21:30,5:30,public transport,blue,8.0,27.0,0.7407407407407407
13159,0,No,Sports,Auditory,Q371FT,Male,No,62.0,16.0,11.0,16.0,14.0,90.0,22:30,6:30,private transport,yellow,8.0,27.0,0.4074074074074074
13160,1,No,Arts,Visual,LFYZKQ,Male,Yes,54.0,18.0,12.0,16.0,6.0,98.0,21:00,5:00,public transport,blue,8.0,30.0,0.4
13161,2,No,Clubs,Visual,P6EF2M,Male,Yes,82.0,10.0,7.0,16.0,9.0,98.0,22:00,6:00,private transport,red,8.0,17.0,0.4117647058823529
13162,0,No,Arts,Auditory,12VPUI,Male,Yes,71.0,18.0,2.0,15.0,7.0,99.0,22:00,6:00,private transport,yellow,8.0,20.0,0.1
13163,0,Yes,None,Visual,3Z5MZ8,Female,No,87.0,6.0,10.0,15.0,8.0,98.0,23:00,7:00,walk,yellow,8.0,16.0,0.625
13164,1,No,None,Auditory,7PH2K6,Female,Yes,52.0,12.0,12.0,15.0,7.0,99.0,23:00,7:00,walk,yellow,8.0,24.0,0.5
13165,1,No,Arts,Auditory,DNEE38,Female,No,59.0,7.0,20.0,15.0,6.0,92.0,21:00,5:00,public transport,red,8.0,27.0,0.7407407407407407
13166,1,No,Clubs,Auditory,L7BDWX,Male,Yes,63.0,20.0,8.0,16.0,9.0,96.0,22:30,6:30,private transport,yellow,8.0,28.0,0.2857142857142857
13167,2,No,Clubs,Visual,1IZL1M,Male,Yes,77.0,10.0,7.0,15.0,7.0,94.0,22:00,6:00,private transport,green,8.0,17.0,0.4117647058823529
13168,2,No,Arts,Visual,2B9SKG,Male,Yes,73.0,18.0,1.0,15.0,17.0,100.0,22:30,6:30,private transport,green,8.0,19.0,0.05263157894736842
13169,0,No,Sports,Auditory,D5QUFL,Female,Yes,69.0,6.0,15.0,15.0,14.0,100.0,22:00,6:00,private transport,red,8.0,21.0,0.7142857142857143
13170,2,No,None,Auditory,HVX0PI,Female,Yes,72.0,7.0,12.0,16.0,18.0,100.0,22:30,6:30,private transport,black,8.0,19.0,0.631578947368421
13171,1,No,Clubs,Visual,9OWP0Z,Female,No,55.0,20.0,11.0,15.0,15.0,99.0,21:00,5:00,public transport,red,8.0,31.0,0.3548387096774194
13172,2,No,Arts,Auditory,X2DNO7,Female,Yes,67.0,17.0,6.0,16.0,17.0,98.0,22:00,6:00,private transport,yellow,8.0,23.0,0.2608695652173913
13173,1,Yes,Sports,Auditory,4PA5EO,Female,Yes,79.0,14.0,3.0,15.0,9.0,93.0,21:00,5:00,public transport,yellow,8.0,17.0,0.17647058823529413
13175,1,No,None,Visual,XRYZUR,Male,Yes,63.0,23.0,5.0,15.0,18.0,94.0,21:30,5:30,public transport,black,8.0,28.0,0.17857142857142858
13177,2,No,None,Auditory,N1DET0,Male,Yes,70.0,12.0,9.0,15.0,18.0,91.0,22:00,6:00,private transport,white,8.0,21.0,0.42857142857142855
13178,2,No,Clubs,Visual,3RMSZU,Male,Yes,55.0,21.0,1.0,15.0,6.0,96.0,22:00,6:00,private transport,green,8.0,22.0,0.045454545454545456
13179,0,Yes,None,Visual,OIOD97,Male,Yes,87.0,15.0,5.0,15.0,6.0,97.0,21:00,5:00,public transport,green,8.0,20.0,0.25
13180,0,Yes,None,Auditory,EP4QTT,Female,Yes,83.0,9.0,10.0,16.0,8.0,94.0,21:00,5:00,public transport,blue,8.0,19.0,0.5263157894736842
13181,1,No,Sports,Auditory,RQW2CL,Male,Yes,74.0,15.0,13.0,16.0,8.0,93.0,21:00,5:00,public transport,black,8.0,28.0,0.4642857142857143
13182,2,No,Clubs,Auditory,OYSTFN,Female,No,45.0,10.0,13.0,16.0,9.0,86.0,21:00,5:00,public transport,black,8.0,23.0,0.5652173913043478
13183,2,No,Clubs,Auditory,ZDG77J,Male,Yes,67.0,12.0,11.0,16.0,17.0,100.0,21:00,5:00,public transport,white,8.0,23.0,0.4782608695652174
13184,2,Yes,None,Visual,F7XOUF,Male,No,72.0,18.0,2.0,16.0,20.0,91.0,22:30,6:30,private transport,yellow,8.0,20.0,0.1
13185,2,Yes,Sports,Visual,R55X4N,Female,Yes,76.0,2.0,12.0,16.0,14.0,94.0,21:00,5:00,public transport,yellow,8.0,14.0,0.8571428571428571
13186,1,No,None,Auditory,Q471PZ,Female,Yes,70.0,16.0,12.0,16.0,13.0,98.0,23:00,7:00,walk,blue,8.0,28.0,0.42857142857142855
13187,1,No,Clubs,Visual,VW0OAT,Female,Yes,56.0,1.0,25.0,15.0,10.0,97.0,21:30,5:30,public transport,black,8.0,26.0,0.9615384615384616
13188,1,No,Arts,Auditory,18EB2X,Male,Y,60.0,16.0,6.0,16.0,7.0,94.0,22:00,6:00,private transport,white,8.0,22.0,0.2727272727272727
13189,1,No,Clubs,Visual,NNPG2O,Female,Yes,75.0,12.0,12.0,15.0,12.0,95.0,22:00,6:00,private transport,green,8.0,24.0,0.5
13191,1,Yes,None,Auditory,EHAMKF,Female,Yes,86.0,4.0,13.0,15.0,9.0,90.0,21:30,5:30,public transport,green,8.0,17.0,0.7647058823529411
13193,2,No,Clubs,Auditory,IGYN3F,Male,Yes,49.0,19.0,3.0,16.0,11.0,98.0,23:00,7:00,walk,red,8.0,22.0,0.13636363636363635
13194,2,No,Clubs,Auditory,LECWMV,Female,No,47.0,15.0,9.0,16.0,4.0,51.0,0:00,5:00,public transport,green,5.0,24.0,0.375
13195,1,Yes,Clubs,Visual,JICS1B,Male,No,45.0,15.0,15.0,,9.0,66.0,1:00,7:00,walk,yellow,6.0,30.0,0.5
13196,0,Yes,Clubs,Visual,M16FMH,Female,Yes,67.0,11.0,5.0,15.0,13.0,99.0,21:30,5:30,public transport,red,8.0,16.0,0.3125
13197,1,Yes,Clubs,Visual,JDFFXN,Female,Yes,46.0,3.0,27.0,16.0,5.0,55.0,1:30,6:30,private transport,black,5.0,30.0,0.9
13198,1,Yes,Sports,Auditory,OJW876,Female,Yes,71.0,9.0,10.0,15.0,9.0,96.0,22:30,6:30,private transport,white,8.0,19.0,0.5263157894736842
13199,2,No,Clubs,Auditory,EDLXBO,Female,No,62.0,21.0,1.0,16.0,14.0,100.0,21:30,5:30,public transport,red,8.0,22.0,0.045454545454545456
13200,2,No,Sports,Visual,6IPA55,Female,Yes,78.0,17.0,0.0,15.0,7.0,94.0,22:00,6:00,private transport,blue,8.0,17.0,0.0
13201,1,Yes,Sports,Auditory,1L6DSE,Female,No,49.0,17.0,8.0,16.0,4.0,89.0,23:00,7:00,walk,red,8.0,25.0,0.32
13202,2,No,Sports,Auditory,I3FVHZ,Male,Yes,54.0,14.0,8.0,,18.0,93.0,23:00,7:00,walk,black,8.0,22.0,0.36363636363636365
13203,1,No,Sports,Visual,IIEV6U,Female,Yes,49.0,29.0,1.0,16.0,4.0,97.0,22:30,6:30,private transport,green,8.0,30.0,0.03333333333333333
13204,1,No,Sports,Auditory,J3ZHS1,Male,Yes,74.0,23.0,5.0,15.0,18.0,91.0,22:30,6:30,private transport,white,8.0,28.0,0.17857142857142858
13205,0,No,Clubs,Auditory,0LJTHP,Male,Yes,93.0,13.0,12.0,15.0,8.0,91.0,22:30,6:30,private transport,black,8.0,25.0,0.48
13207,0,No,Clubs,Auditory,LCFDJ3,Male,No,62.0,25.0,2.0,,18.0,100.0,22:00,6:00,private transport,black,8.0,27.0,0.07407407407407407
13208,0,Yes,None,Visual,57PWMW,Male,Yes,88.0,10.0,6.0,16.0,7.0,91.0,23:00,7:00,walk,yellow,8.0,16.0,0.375
13210,1,No,Arts,Auditory,7W162J,Male,No,34.0,17.0,11.0,15.0,4.0,96.0,21:30,5:30,public transport,yellow,8.0,28.0,0.39285714285714285
