student_id,column,values
0PPA1A,index,"[np.int64(12713), np.int64(15382)]"
0PPA1A,bag_color,"['yellow', 'red']"
146PY2,index,"[np.int64(12809), np.int64(15092)]"
146PY2,bag_color,"['yellow', 'blue']"
D5D74X,index,"[np.int64(12812), np.int64(13986)]"
2UHKJ8,index,"[np.int64(13034), np.int64(13396)]"
2UHKJ8,bag_color,"['red', 'white']"
XI75SQ,index,"[np.int64(13051), np.int64(14004)]"
1I0JI0,index,"[np.int64(13111), np.int64(14000)]"
1I0JI0,bag_color,"['white', 'green']"
3003FE,index,"[np.int64(13149), np.int64(14428)]"
J9XV6H,index,"[np.int64(13254), np.int64(15731)]"
J9XV6H,bag_color,"['yellow', 'green']"
ZN5LCP,index,"[np.int64(13360), np.int64(13383)]"
ZN5LCP,bag_color,"['yellow', 'black']"
Z0TG8W,index,"[np.int64(13363), np.int64(13930)]"
Z0TG8W,bag_color,"['red', 'white']"
H5HHMY,index,"[np.int64(13384), np.int64(14626)]"
H5HHMY,bag_color,"['green', 'blue']"
HL7EEZ,index,"[np.int64(13408), np.int64(15814)]"
HL7EEZ,bag_color,"['white', 'yellow']"
612NHN,index,"[np.int64(13423), np.int64(14776)]"
612NHN,bag_color,"['red', 'yellow']"
OS9TR4,index,"[np.int64(13512), np.int64(14846)]"
XAFZ5Z,index,"[np.int64(13646), np.int64(15750)]"
XAFZ5Z,bag_color,"['black', 'blue']"
72YL3P,index,"[np.int64(13837), np.int64(15886)]"
72YL3P,bag_color,"['red', 'blue']"
7O3NS6,index,"[np.int64(13941), np.int64(14432)]"
7O3NS6,bag_color,"['yellow', 'blue']"
YDC6BD,index,"[np.int64(14084), np.int64(15521)]"
YDC6BD,bag_color,"['red', 'yellow']"
VWDRAH,index,"[np.int64(14108), np.int64(15755)]"
3V7O8I,index,"[np.int64(14156), np.int64(15612)]"
URVY0G,index,"[np.int64(14199), np.int64(15470)]"
URVY0G,bag_color,"['black', 'yellow']"
YZINU0,index,"[np.int64(14209), np.int64(15323)]"
YZINU0,bag_color,"['green', 'red']"
UGJHL6,index,"[np.int64(14349), np.int64(14975)]"
UGJHL6,bag_color,"['black', 'blue']"
GE99NV,index,"[np.int64(14446), np.int64(15258)]"
SGCHM0,index,"[np.int64(14612), np.int64(15706)]"
SGCHM0,bag_color,"['blue', 'white']"
H8UUPB,index,"[np.int64(14972), np.int64(15087)]"
H8UUPB,bag_color,"['green', 'yellow']"
G365BJ,index,"[np.int64(15192), np.int64(15391)]"
G365BJ,bag_color,"['yellow', 'blue']"
WWO54A,index,"[np.int64(15218), np.int64(15641)]"
WWO54A,bag_color,"['yellow', 'white']"
3YP8F0,index,"[np.int64(15226), np.int64(15785)]"
3YP8F0,bag_color,"['blue', 'black']"
1FKAEF,index,"[np.int64(15273), np.int64(15868)]"
1FKAEF,bag_color,"['green', 'yellow']"
