index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,sleep_lessthan6hrs,class_size,female_ratio,class_size_group,class_size_tertile
13914,1,No,Sports,Visual,773LCU,Male,Yes,85.0,13.0,12.0,15.0,7.0,93.0,21:00,5:00,public transport,black,8.0,False,25.0,0.48,Large (25-31),Middle (22-25)
13915,2,No,None,Auditory,IXT3X2,Male,Yes,42.0,11.0,12.0,16.0,12.0,96.0,21:30,5:30,public transport,yellow,8.0,False,23.0,0.5217391304347826,Medium (20-24),Middle (22-25)
13916,1,Yes,None,Visual,U31OL1,Male,Yes,100.0,16.0,1.0,15.0,10.0,94.0,21:00,5:00,public transport,white,8.0,False,17.0,0.058823529411764705,Small (14-19),Lower (14-21)
13917,1,No,Arts,Auditory,MXBFZS,Female,No,50.0,18.0,7.0,15.0,7.0,76.0,23:30,5:30,public transport,red,6.0,True,25.0,0.28,Large (25-31),Middle (22-25)
13918,0,No,None,Auditory,0Y46JD,Female,Yes,75.0,5.0,18.0,15.0,13.0,90.0,22:30,5:30,public transport,yellow,7.0,False,23.0,0.782608695652174,Medium (20-24),Middle (22-25)
13919,2,Yes,None,Visual,MJJIB1,Male,No,68.0,10.0,4.0,15.0,12.0,99.0,22:30,6:30,private transport,green,8.0,False,14.0,0.2857142857142857,Small (14-19),Lower (14-21)
13920,0,No,Sports,Visual,45VM1N,Female,Yes,74.0,10.0,12.0,16.0,16.0,93.0,22:30,6:30,private transport,blue,8.0,False,22.0,0.5454545454545454,Medium (20-24),Middle (22-25)
13921,1,Yes,None,Visual,VECIHP,Male,Yes,91.0,20.0,1.0,15.0,6.0,97.0,21:00,5:00,public transport,red,8.0,False,21.0,0.047619047619047616,Medium (20-24),Lower (14-21)
13923,0,No,None,Visual,JO19UK,Female,No,91.0,3.0,21.0,16.0,9.0,99.0,23:00,7:00,walk,white,8.0,False,24.0,0.875,Medium (20-24),Middle (22-25)
13924,2,No,Clubs,Auditory,HXBXOE,Male,Yes,65.0,19.0,0.0,15.0,13.0,95.0,22:30,6:30,private transport,black,8.0,False,19.0,0.0,Small (14-19),Lower (14-21)
13925,0,No,None,Visual,ZISDWT,Female,No,92.0,11.0,12.0,16.0,9.0,94.0,22:30,6:30,private transport,green,8.0,False,23.0,0.5217391304347826,Medium (20-24),Middle (22-25)
13926,0,No,Clubs,Auditory,NU1B71,Female,Yes,77.0,6.0,16.0,15.0,6.0,97.0,23:00,7:00,walk,green,8.0,False,22.0,0.7272727272727273,Medium (20-24),Middle (22-25)
13927,2,No,Arts,Visual,KWCOUU,Female,Yes,70.0,2.0,21.0,15.0,7.0,93.0,22:00,6:00,private transport,blue,8.0,False,23.0,0.9130434782608695,Medium (20-24),Middle (22-25)
13928,0,No,None,Visual,JOH0I4,Male,Yes,,18.0,5.0,16.0,9.0,100.0,23:00,7:00,walk,blue,8.0,False,23.0,0.21739130434782608,Medium (20-24),Middle (22-25)
13929,1,Yes,None,Visual,F36ALL,Male,Yes,81.0,11.0,6.0,15.0,7.0,97.0,21:00,5:00,public transport,blue,8.0,False,17.0,0.35294117647058826,Small (14-19),Lower (14-21)
13931,2,No,Sports,Visual,C1XGK0,Male,Yes,80.0,12.0,5.0,16.0,9.0,94.0,23:00,7:00,walk,black,8.0,False,17.0,0.29411764705882354,Small (14-19),Lower (14-21)
13932,2,No,Clubs,Auditory,2H5OXV,Female,No,53.0,12.0,7.0,,14.0,95.0,22:00,6:00,private transport,red,8.0,False,19.0,0.3684210526315789,Small (14-19),Lower (14-21)
13933,0,Yes,None,Visual,0WW2EY,Male,Yes,81.0,15.0,0.0,15.0,9.0,,21:30,5:30,public transport,black,8.0,False,15.0,0.0,Small (14-19),Lower (14-21)
13934,0,No,None,Visual,O1D40Z,Female,No,73.0,21.0,6.0,16.0,10.0,93.0,22:30,6:30,private transport,yellow,8.0,False,27.0,0.2222222222222222,Large (25-31),Higher (26-31)
13935,0,No,Clubs,Auditory,0ZY8Q6,Female,Yes,75.0,3.0,18.0,15.0,12.0,99.0,23:00,7:00,walk,blue,8.0,False,21.0,0.8571428571428571,Medium (20-24),Lower (14-21)
13936,2,No,Clubs,Auditory,574FNN,Female,Yes,79.0,19.0,2.0,16.0,5.0,94.0,22:00,6:00,private transport,green,8.0,False,21.0,0.09523809523809523,Medium (20-24),Lower (14-21)
13937,2,Yes,Clubs,Visual,LCXOOH,Female,No,73.0,13.0,7.0,15.0,14.0,91.0,21:00,5:00,public transport,green,8.0,False,20.0,0.35,Medium (20-24),Lower (14-21)
13940,1,No,None,Auditory,8G18GM,Female,Yes,,10.0,12.0,16.0,11.0,96.0,22:00,6:00,private transport,blue,8.0,False,22.0,0.5454545454545454,Medium (20-24),Middle (22-25)
13941,0,No,Sports,Visual,7O3NS6,Male,Yes,78.0,16.0,8.0,16.0,6.0,92.0,21:00,5:00,public transport,yellow,8.0,False,24.0,0.3333333333333333,Medium (20-24),Middle (22-25)
13942,1,Yes,Sports,Auditory,WULHNB,Female,Yes,77.0,19.0,1.0,15.0,6.0,92.0,21:30,5:30,public transport,white,8.0,False,20.0,0.05,Medium (20-24),Lower (14-21)
13943,0,Yes,None,Visual,S1TMKY,Male,Yes,85.0,15.0,1.0,15.0,10.0,94.0,23:00,7:00,walk,red,8.0,False,16.0,0.0625,Small (14-19),Lower (14-21)
13944,1,No,Sports,Auditory,1DNTSZ,Male,No,39.0,22.0,2.0,15.0,4.0,98.0,23:00,7:00,walk,blue,8.0,False,24.0,0.08333333333333333,Medium (20-24),Middle (22-25)
13945,2,Yes,Clubs,Visual,DSWQ7F,Female,No,72.0,19.0,1.0,16.0,15.0,98.0,23:00,7:00,walk,red,8.0,False,20.0,0.05,Medium (20-24),Lower (14-21)
13946,2,No,Arts,Auditory,LJFYPL,Male,Yes,70.0,19.0,0.0,15.0,5.0,92.0,21:00,5:00,public transport,white,8.0,False,19.0,0.0,Small (14-19),Lower (14-21)
13947,2,Yes,Sports,Auditory,ZCDO4N,Male,No,52.0,11.0,5.0,16.0,10.0,94.0,23:00,7:00,walk,black,8.0,False,16.0,0.3125,Small (14-19),Lower (14-21)
13948,2,No,Clubs,Auditory,ICHP9J,Male,No,47.0,20.0,3.0,15.0,11.0,92.0,21:30,5:30,public transport,yellow,8.0,False,23.0,0.13043478260869565,Medium (20-24),Middle (22-25)
13949,1,No,Clubs,Visual,EN223H,Male,Yes,64.0,11.0,15.0,16.0,15.0,99.0,21:30,5:30,public transport,yellow,8.0,False,26.0,0.5769230769230769,Large (25-31),Higher (26-31)
13950,2,No,Clubs,Auditory,3RAZ9T,Male,Yes,59.0,21.0,1.0,15.0,10.0,99.0,22:30,6:30,private transport,yellow,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
13951,2,No,Clubs,Visual,9EHSFI,Female,Yes,76.0,13.0,6.0,15.0,7.0,96.0,22:00,6:00,private transport,white,8.0,False,19.0,0.3157894736842105,Small (14-19),Lower (14-21)
13953,0,Yes,None,Auditory,HHMSUO,Female,No,77.0,14.0,5.0,16.0,7.0,97.0,22:00,6:00,private transport,white,8.0,False,19.0,0.2631578947368421,Small (14-19),Lower (14-21)
13954,1,No,Sports,Auditory,I4NWBT,Female,Yes,50.0,3.0,27.0,16.0,11.0,63.0,0:30,6:30,private transport,white,6.0,True,30.0,0.9,Large (25-31),Higher (26-31)
13955,0,No,Arts,Auditory,NVMPG9,Female,Yes,69.0,19.0,3.0,16.0,8.0,93.0,23:00,7:00,walk,blue,8.0,False,22.0,0.13636363636363635,Medium (20-24),Middle (22-25)
13956,2,No,Clubs,Visual,E6ECO4,Male,Yes,77.0,15.0,2.0,16.0,8.0,98.0,22:00,6:00,private transport,black,8.0,False,17.0,0.11764705882352941,Small (14-19),Lower (14-21)
13957,2,No,Arts,Visual,BXBUX6,Male,No,72.0,16.0,6.0,15.0,16.0,91.0,22:30,6:30,private transport,yellow,8.0,False,22.0,0.2727272727272727,Medium (20-24),Middle (22-25)
13958,2,No,None,Auditory,GNZG72,Female,No,72.0,14.0,5.0,16.0,7.0,94.0,22:00,6:00,private transport,yellow,8.0,False,19.0,0.2631578947368421,Small (14-19),Lower (14-21)
13959,1,Yes,None,Auditory,QCCJUE,Female,Yes,79.0,5.0,16.0,15.0,9.0,96.0,22:30,6:30,private transport,yellow,8.0,False,21.0,0.7619047619047619,Medium (20-24),Lower (14-21)
13960,0,No,Sports,Auditory,MCU6OB,Male,Yes,89.0,21.0,1.0,15.0,5.0,100.0,23:00,7:00,walk,red,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
13961,1,Yes,Arts,Visual,EYNWLJ,Female,Yes,52.0,16.0,9.0,15.0,12.0,94.0,21:00,5:00,public transport,blue,8.0,False,25.0,0.36,Large (25-31),Middle (22-25)
13962,0,No,None,Auditory,7N4QXI,Female,No,69.0,2.0,19.0,16.0,9.0,98.0,21:30,5:30,public transport,blue,8.0,False,21.0,0.9047619047619048,Medium (20-24),Lower (14-21)
13963,2,Yes,Arts,Auditory,K0UYS5,Male,No,40.0,15.0,7.0,16.0,4.0,98.0,22:30,6:30,private transport,black,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
13964,2,No,Arts,Auditory,0Q7P22,Male,Yes,67.0,15.0,4.0,15.0,13.0,94.0,21:00,5:00,public transport,blue,8.0,False,19.0,0.21052631578947367,Small (14-19),Lower (14-21)
13965,1,No,None,Visual,EC8B1C,Male,Yes,69.0,21.0,3.0,16.0,17.0,99.0,21:00,5:00,public transport,black,8.0,False,24.0,0.125,Medium (20-24),Middle (22-25)
13966,0,No,Clubs,Auditory,ECXTZH,Male,Yes,72.0,23.0,4.0,15.0,12.0,91.0,22:30,6:30,private transport,green,8.0,False,27.0,0.14814814814814814,Large (25-31),Higher (26-31)
13967,0,No,Sports,Auditory,ZC4YID,Female,Yes,69.0,15.0,7.0,16.0,12.0,97.0,22:00,6:00,private transport,blue,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
13969,2,No,Arts,Auditory,V2JAKO,Male,No,43.0,22.0,2.0,16.0,8.0,61.0,1:00,5:00,public transport,white,4.0,True,24.0,0.08333333333333333,Medium (20-24),Middle (22-25)
13971,2,Yes,None,Visual,5WSXG6,Male,No,,11.0,9.0,16.0,9.0,93.0,21:00,5:00,public transport,blue,8.0,False,20.0,0.45,Medium (20-24),Lower (14-21)
13972,0,Yes,Clubs,Visual,GFEIUP,Male,Yes,91.0,15.0,1.0,15.0,8.0,94.0,23:00,7:00,walk,green,8.0,False,16.0,0.0625,Small (14-19),Lower (14-21)
13973,1,No,Sports,Auditory,13P0YC,Male,Yes,46.0,11.0,19.0,15.0,4.0,52.0,2:00,6:00,private transport,yellow,4.0,True,30.0,0.6333333333333333,Large (25-31),Higher (26-31)
13974,0,No,Sports,Auditory,FCQCIK,Male,Yes,50.0,18.0,4.0,15.0,14.0,100.0,21:30,5:30,public transport,red,8.0,False,22.0,0.18181818181818182,Medium (20-24),Middle (22-25)
13975,1,No,Sports,Visual,F1MVUY,Female,No,79.0,3.0,22.0,16.0,7.0,94.0,21:00,5:00,public transport,yellow,8.0,False,25.0,0.88,Large (25-31),Middle (22-25)
13977,2,No,Clubs,Auditory,HI1NT2,Male,No,73.0,21.0,0.0,,16.0,97.0,21:00,5:00,public transport,black,8.0,False,21.0,0.0,Medium (20-24),Lower (14-21)
13978,1,Yes,Sports,Auditory,TEO0DE,Female,Yes,82.0,18.0,4.0,16.0,10.0,93.0,23:00,7:00,walk,yellow,8.0,False,22.0,0.18181818181818182,Medium (20-24),Middle (22-25)
13979,1,No,Arts,Auditory,8RBGX1,Male,Yes,62.0,10.0,17.0,15.0,15.0,99.0,21:30,5:30,public transport,black,8.0,False,27.0,0.6296296296296297,Large (25-31),Higher (26-31)
13980,1,No,Clubs,Visual,OVVQ2P,Female,No,58.0,17.0,9.0,16.0,14.0,95.0,21:00,5:00,public transport,blue,8.0,False,26.0,0.34615384615384615,Large (25-31),Higher (26-31)
13981,1,Yes,Sports,Auditory,GIE638,Female,No,49.0,21.0,4.0,16.0,10.0,87.0,22:30,6:30,private transport,green,8.0,False,25.0,0.16,Large (25-31),Middle (22-25)
13982,2,No,Clubs,Visual,X0OBG2,Female,No,74.0,19.0,0.0,16.0,15.0,96.0,22:30,6:30,private transport,white,8.0,False,19.0,0.0,Small (14-19),Lower (14-21)
13983,1,No,None,Visual,344RBI,Female,Yes,69.0,19.0,5.0,15.0,6.0,90.0,21:00,5:00,public transport,green,8.0,False,24.0,0.20833333333333334,Medium (20-24),Middle (22-25)
13984,0,No,Arts,Auditory,WPCIWQ,Female,Yes,61.0,17.0,5.0,15.0,13.0,97.0,21:30,5:30,public transport,blue,8.0,False,22.0,0.22727272727272727,Medium (20-24),Middle (22-25)
13985,2,Yes,Arts,Auditory,4VNQA9,Male,Yes,52.0,12.0,4.0,16.0,20.0,,22:30,6:30,private transport,blue,8.0,False,16.0,0.25,Small (14-19),Lower (14-21)
13987,1,No,None,Auditory,EB4WVW,Female,No,60.0,28.0,3.0,16.0,10.0,95.0,21:30,5:30,public transport,yellow,8.0,False,31.0,0.0967741935483871,Large (25-31),Higher (26-31)
13988,0,No,Clubs,Visual,0QDKX1,Female,Yes,93.0,8.0,10.0,16.0,10.0,95.0,21:00,5:00,public transport,black,8.0,False,18.0,0.5555555555555556,Small (14-19),Lower (14-21)
13989,1,Yes,Arts,Visual,RLVEJW,Male,No,57.0,13.0,14.0,16.0,20.0,99.0,22:30,6:30,private transport,green,8.0,False,27.0,0.5185185185185185,Large (25-31),Higher (26-31)
13990,1,Yes,Arts,Auditory,HRRRQQ,Female,Yes,72.0,12.0,7.0,15.0,13.0,98.0,22:30,6:30,private transport,red,8.0,False,19.0,0.3684210526315789,Small (14-19),Lower (14-21)
13991,1,Yes,Sports,Visual,G5T7PA,Male,Yes,91.0,21.0,0.0,15.0,5.0,91.0,23:00,7:00,walk,yellow,8.0,False,21.0,0.0,Medium (20-24),Lower (14-21)
13992,2,No,Arts,Auditory,PLEN47,Male,No,53.0,19.0,1.0,16.0,14.0,97.0,22:00,6:00,private transport,yellow,8.0,False,20.0,0.05,Medium (20-24),Lower (14-21)
13993,2,No,Sports,Visual,X5Z8TR,Female,Yes,79.0,1.0,16.0,16.0,7.0,97.0,22:00,6:00,private transport,blue,8.0,False,17.0,0.9411764705882353,Small (14-19),Lower (14-21)
13994,1,No,Sports,Visual,SJLI6Z,Female,Yes,75.0,10.0,14.0,16.0,17.0,98.0,23:00,7:00,walk,red,8.0,False,24.0,0.5833333333333334,Medium (20-24),Middle (22-25)
13995,2,No,Clubs,Auditory,CV1JKE,Female,Yes,70.0,12.0,7.0,16.0,10.0,95.0,22:30,6:30,private transport,yellow,8.0,False,19.0,0.3684210526315789,Small (14-19),Lower (14-21)
13996,0,Yes,Arts,Auditory,5NSC24,Female,No,74.0,2.0,17.0,15.0,15.0,94.0,22:00,6:00,private transport,red,8.0,False,19.0,0.8947368421052632,Small (14-19),Lower (14-21)
13997,0,Yes,Sports,Visual,RACEDP,Female,Yes,87.0,11.0,6.0,15.0,9.0,98.0,21:00,5:00,public transport,blue,8.0,False,17.0,0.35294117647058826,Small (14-19),Lower (14-21)
13998,0,No,None,Auditory,3SVOBK,Female,No,,6.0,16.0,15.0,9.0,90.0,22:30,5:30,public transport,blue,7.0,False,22.0,0.7272727272727273,Medium (20-24),Middle (22-25)
13999,1,Yes,None,Auditory,9O4K7U,Female,Yes,83.0,10.0,7.0,16.0,9.0,99.0,21:30,5:30,public transport,white,8.0,False,17.0,0.4117647058823529,Small (14-19),Lower (14-21)
14002,0,Yes,Clubs,Visual,D6Q3AX,Female,Yes,86.0,20.0,0.0,16.0,6.0,99.0,21:30,5:30,public transport,yellow,8.0,False,20.0,0.0,Medium (20-24),Lower (14-21)
14003,0,No,Sports,Auditory,FQ7OJS,Female,No,68.0,14.0,13.0,,14.0,93.0,21:30,5:30,public transport,black,8.0,False,27.0,0.48148148148148145,Large (25-31),Higher (26-31)
14005,1,No,Clubs,Auditory,D5LAY8,Female,No,50.0,10.0,15.0,15.0,7.0,95.0,22:30,6:30,private transport,black,8.0,False,25.0,0.6,Large (25-31),Middle (22-25)
14006,0,No,None,Visual,UQ6UF9,Female,No,85.0,26.0,1.0,16.0,5.0,96.0,21:00,5:00,public transport,green,8.0,False,27.0,0.037037037037037035,Large (25-31),Higher (26-31)
14007,1,Yes,None,Visual,M81ER2,Male,Yes,88.0,19.0,2.0,15.0,7.0,98.0,22:30,6:30,private transport,white,8.0,False,21.0,0.09523809523809523,Medium (20-24),Lower (14-21)
14008,1,No,Clubs,Auditory,ZHMQ2A,Female,Yes,54.0,15.0,9.0,15.0,20.0,91.0,23:00,6:00,private transport,black,7.0,False,24.0,0.375,Medium (20-24),Middle (22-25)
14009,0,No,None,Visual,QTB17S,Male,Yes,89.0,13.0,6.0,16.0,6.0,96.0,23:00,7:00,walk,green,8.0,False,19.0,0.3157894736842105,Small (14-19),Lower (14-21)
14010,0,Yes,None,Visual,75RKZB,Female,No,87.0,13.0,3.0,15.0,7.0,,21:00,5:00,public transport,red,8.0,False,16.0,0.1875,Small (14-19),Lower (14-21)
14011,0,No,Sports,Auditory,ZJ06YA,Male,No,69.0,11.0,16.0,16.0,17.0,92.0,22:30,6:30,private transport,yellow,8.0,False,27.0,0.5925925925925926,Large (25-31),Higher (26-31)
14013,2,Yes,None,Visual,JMW271,Male,No,68.0,15.0,0.0,16.0,12.0,93.0,22:30,6:30,private transport,yellow,8.0,False,15.0,0.0,Small (14-19),Lower (14-21)
14014,1,No,Clubs,Visual,NIQMIB,Male,Yes,51.0,26.0,4.0,15.0,7.0,96.0,21:30,5:30,public transport,white,8.0,False,30.0,0.13333333333333333,Large (25-31),Higher (26-31)
14015,0,No,Arts,Auditory,30V5DC,Female,Yes,66.0,9.0,12.0,16.0,9.0,94.0,22:00,6:00,private transport,blue,8.0,False,21.0,0.5714285714285714,Medium (20-24),Lower (14-21)
14016,0,No,None,Auditory,84VTPW,Female,Yes,69.0,13.0,14.0,15.0,7.0,97.0,23:00,7:00,walk,white,8.0,False,27.0,0.5185185185185185,Large (25-31),Higher (26-31)
14017,0,No,None,Visual,VFS5Y5,Female,No,92.0,5.0,18.0,15.0,6.0,92.0,21:00,5:00,public transport,green,8.0,False,23.0,0.782608695652174,Medium (20-24),Middle (22-25)
14018,1,No,Arts,Auditory,U2SW9Q,Female,No,59.0,16.0,11.0,16.0,15.0,93.0,22:30,6:30,private transport,green,8.0,False,27.0,0.4074074074074074,Large (25-31),Higher (26-31)
14019,2,No,Arts,Visual,863MMP,Male,Yes,,10.0,7.0,15.0,10.0,94.0,21:00,5:00,public transport,black,8.0,False,17.0,0.4117647058823529,Small (14-19),Lower (14-21)
14020,1,Yes,None,Auditory,2HXHLV,Female,No,82.0,10.0,11.0,16.0,6.0,98.0,22:00,6:00,private transport,green,8.0,False,21.0,0.5238095238095238,Medium (20-24),Lower (14-21)
14021,1,No,None,Auditory,2XEFUI,Female,Yes,64.0,16.0,12.0,16.0,11.0,92.0,23:00,7:00,walk,black,8.0,False,28.0,0.42857142857142855,Large (25-31),Higher (26-31)
14022,0,Yes,None,Visual,EP0SF2,Female,No,91.0,0.0,20.0,16.0,5.0,96.0,22:00,6:00,private transport,yellow,8.0,False,20.0,1.0,Medium (20-24),Lower (14-21)
14023,1,No,Sports,Visual,RN0ZZ9,Female,Yes,50.0,15.0,10.0,16.0,15.0,,21:00,5:00,public transport,white,8.0,False,25.0,0.4,Large (25-31),Middle (22-25)
14024,1,No,None,Visual,MQBJ9G,Male,Yes,63.0,19.0,9.0,15.0,6.0,91.0,22:00,6:00,private transport,white,8.0,False,28.0,0.32142857142857145,Large (25-31),Higher (26-31)
14025,1,No,Sports,Visual,D1CGYV,Male,No,53.0,15.0,15.0,16.0,9.0,99.0,21:30,5:30,public transport,white,8.0,False,30.0,0.5,Large (25-31),Higher (26-31)
14026,1,Yes,Clubs,Visual,NEH3XP,Male,No,45.0,25.0,5.0,16.0,2.0,97.0,23:00,7:00,walk,green,8.0,False,30.0,0.16666666666666666,Large (25-31),Higher (26-31)
14027,0,No,Sports,Auditory,CCXM9A,Female,Yes,75.0,20.0,3.0,15.0,15.0,96.0,21:00,5:00,public transport,red,8.0,False,23.0,0.13043478260869565,Medium (20-24),Middle (22-25)
14028,1,No,None,Auditory,YNIN3H,Male,Yes,68.0,18.0,10.0,16.0,13.0,91.0,21:30,5:30,public transport,red,8.0,False,28.0,0.35714285714285715,Large (25-31),Higher (26-31)
14029,1,No,Arts,Auditory,H9ZIZY,Male,Yes,61.0,22.0,0.0,16.0,17.0,93.0,22:30,6:30,private transport,black,8.0,False,22.0,0.0,Medium (20-24),Middle (22-25)
14030,1,No,Clubs,Auditory,HCNDZO,Female,No,62.0,10.0,17.0,16.0,18.0,,21:30,5:30,public transport,white,8.0,False,27.0,0.6296296296296297,Large (25-31),Higher (26-31)
14031,0,No,Sports,Auditory,7U75CD,Female,Yes,90.0,7.0,15.0,,6.0,91.0,21:00,5:00,public transport,red,8.0,False,22.0,0.6818181818181818,Medium (20-24),Middle (22-25)
14032,0,No,None,Visual,DXKCQE,Female,Yes,90.0,8.0,15.0,15.0,8.0,96.0,21:30,5:30,public transport,yellow,8.0,False,23.0,0.6521739130434783,Medium (20-24),Middle (22-25)
14033,1,No,Arts,Visual,Z3KQK7,Female,Yes,64.0,10.0,17.0,16.0,7.0,94.0,22:30,6:30,private transport,red,8.0,False,27.0,0.6296296296296297,Large (25-31),Higher (26-31)
14034,0,No,Sports,Visual,MBT5RL,Male,No,70.0,11.0,9.0,16.0,18.0,100.0,22:00,6:00,private transport,green,8.0,False,20.0,0.45,Medium (20-24),Lower (14-21)
14035,1,No,Arts,Visual,N4QIVL,Female,No,57.0,14.0,12.0,16.0,9.0,94.0,23:00,7:00,walk,yellow,8.0,False,26.0,0.46153846153846156,Large (25-31),Higher (26-31)
14036,1,No,Sports,Auditory,PQJPW5,Male,Yes,61.0,18.0,9.0,16.0,9.0,97.0,22:30,6:30,private transport,red,8.0,False,27.0,0.3333333333333333,Large (25-31),Higher (26-31)
14037,2,Yes,Clubs,Auditory,DBZYR1,Female,Yes,65.0,14.0,2.0,15.0,16.0,96.0,23:00,7:00,walk,blue,8.0,False,16.0,0.125,Small (14-19),Lower (14-21)
14038,0,Yes,None,Auditory,XZHI8O,Female,No,78.0,21.0,0.0,16.0,6.0,94.0,23:00,7:00,walk,red,8.0,False,21.0,0.0,Medium (20-24),Lower (14-21)
14039,2,No,Arts,Visual,0YRN45,Female,Yes,58.0,10.0,12.0,15.0,11.0,95.0,21:30,5:30,public transport,red,8.0,False,22.0,0.5454545454545454,Medium (20-24),Middle (22-25)
14040,1,No,Arts,Auditory,B76TCC,Male,Yes,50.0,11.0,19.0,15.0,11.0,53.0,0:00,5:00,public transport,black,5.0,True,30.0,0.6333333333333333,Large (25-31),Higher (26-31)
14041,2,No,Clubs,Auditory,FVVWCB,Male,Yes,66.0,19.0,4.0,16.0,17.0,96.0,22:30,6:30,private transport,white,8.0,False,23.0,0.17391304347826086,Medium (20-24),Middle (22-25)
14042,0,Yes,Arts,Visual,BOWT2O,Male,No,74.0,18.0,0.0,16.0,6.0,,22:30,6:30,private transport,blue,8.0,False,18.0,0.0,Small (14-19),Lower (14-21)
14043,0,No,Arts,Auditory,SLBG2B,Male,Yes,67.0,15.0,6.0,15.0,8.0,95.0,21:30,5:30,public transport,green,8.0,False,21.0,0.2857142857142857,Medium (20-24),Lower (14-21)
14044,2,Yes,Arts,Auditory,Q8GF78,Female,No,49.0,7.0,16.0,15.0,13.0,90.0,22:30,6:30,private transport,blue,8.0,False,23.0,0.6956521739130435,Medium (20-24),Middle (22-25)
14045,0,No,Clubs,Auditory,K41SFO,Male,Yes,61.0,19.0,1.0,16.0,15.0,92.0,22:30,6:30,private transport,white,8.0,False,20.0,0.05,Medium (20-24),Lower (14-21)
14046,0,No,Arts,Auditory,RTMEL4,Female,Yes,79.0,21.0,0.0,16.0,9.0,96.0,22:30,6:30,private transport,blue,8.0,False,21.0,0.0,Medium (20-24),Lower (14-21)
14047,0,No,None,Auditory,24XUF0,Female,Yes,91.0,12.0,9.0,16.0,5.0,95.0,21:30,5:30,public transport,black,8.0,False,21.0,0.42857142857142855,Medium (20-24),Lower (14-21)
14048,1,No,None,Auditory,01KA5E,Male,Yes,68.0,11.0,11.0,15.0,17.0,99.0,22:00,6:00,private transport,yellow,8.0,False,22.0,0.5,Medium (20-24),Middle (22-25)
14049,0,Yes,None,Auditory,099UFD,Female,Yes,82.0,20.0,0.0,16.0,8.0,97.0,23:00,7:00,walk,white,8.0,False,20.0,0.0,Medium (20-24),Lower (14-21)
14050,1,Yes,Clubs,Auditory,2HS2FS,Male,No,39.0,24.0,4.0,15.0,11.0,97.0,21:30,5:30,public transport,red,8.0,False,28.0,0.14285714285714285,Large (25-31),Higher (26-31)
14051,2,Yes,Sports,Visual,DI0TSL,Male,Yes,78.0,13.0,1.0,16.0,7.0,93.0,21:30,5:30,public transport,green,8.0,False,14.0,0.07142857142857142,Small (14-19),Lower (14-21)
14052,1,No,Arts,Auditory,MIK3WN,Male,No,63.0,19.0,9.0,15.0,16.0,90.0,21:00,5:00,public transport,white,8.0,False,28.0,0.32142857142857145,Large (25-31),Higher (26-31)
14053,1,Yes,Arts,Auditory,MKS1MZ,Female,Yes,70.0,13.0,8.0,16.0,15.0,94.0,21:00,5:00,public transport,red,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
14054,2,No,None,Visual,LYKR5V,Male,Yes,67.0,19.0,4.0,15.0,5.0,100.0,22:30,6:30,private transport,red,8.0,False,23.0,0.17391304347826086,Medium (20-24),Middle (22-25)
14055,1,No,Sports,Auditory,P9CBF5,Female,Yes,69.0,28.0,0.0,15.0,19.0,92.0,21:30,5:30,public transport,blue,8.0,False,28.0,0.0,Large (25-31),Higher (26-31)
14056,2,No,Arts,Auditory,EYM8XP,Male,Yes,56.0,15.0,3.0,15.0,13.0,99.0,23:00,7:00,walk,white,8.0,False,18.0,0.16666666666666666,Small (14-19),Lower (14-21)
14057,1,No,Clubs,Auditory,KXDY95,Female,Yes,61.0,3.0,21.0,15.0,19.0,91.0,22:00,6:00,private transport,white,8.0,False,24.0,0.875,Medium (20-24),Middle (22-25)
14058,1,No,Sports,Visual,1MSED9,Female,No,55.0,8.0,18.0,16.0,18.0,98.0,21:30,5:30,public transport,blue,8.0,False,26.0,0.6923076923076923,Large (25-31),Higher (26-31)
14059,1,No,Sports,Visual,XXNZNX,Female,No,42.0,2.0,28.0,15.0,8.0,81.0,22:00,6:00,private transport,red,8.0,False,30.0,0.9333333333333333,Large (25-31),Higher (26-31)
14060,1,No,Clubs,Visual,CTODU5,Male,No,54.0,25.0,5.0,15.0,15.0,99.0,21:30,5:30,public transport,white,8.0,False,30.0,0.16666666666666666,Large (25-31),Higher (26-31)
14061,1,Yes,None,Auditory,5QJHDO,Male,No,77.0,16.0,1.0,16.0,6.0,95.0,23:00,7:00,walk,yellow,8.0,False,17.0,0.058823529411764705,Small (14-19),Lower (14-21)
14062,1,No,None,Auditory,FCYS48,Female,No,53.0,28.0,3.0,15.0,18.0,96.0,21:30,5:30,public transport,red,8.0,False,31.0,0.0967741935483871,Large (25-31),Higher (26-31)
14063,1,Yes,Clubs,Auditory,TT84RX,Male,No,79.0,19.0,2.0,16.0,6.0,93.0,23:00,7:00,walk,red,8.0,False,21.0,0.09523809523809523,Medium (20-24),Lower (14-21)
